fight_url,red_fighter_name,red_fighter_link,blue_fighter_name,blue_fighter_link,weight_class,method,end_round,end_time_mmss,outcome_marker_raw,row_text_raw,event_name,event_date,event_location,event_url
http://ufcstats.com/fight-details/5ac9cf4ffc15ccca,Nick Diaz,http://ufcstats.com/fighter-details/f57a8a52ca401ed9,Jeremy Jackson,http://ufcstats.com/fighter-details/ad32471f01e7b1a5,Welterweight,SUB,,,win,win | Nick Diaz Jeremy Jackson | 0 0 | 17 9 | 6 0 | 2 0 | Welterweight | SUB Armbar | 3 | 2:04,UFC 44: Undisputed,2003-09-26,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/c61f66d8c3fd5f07
http://ufcstats.com/fight-details/10976fbb37d41c43,Hermes Franca,http://ufcstats.com/fighter-details/e0ec3c3b6b611f7e,Caol Uno,http://ufcstats.com/fighter-details/eb1723480fa2f96c,Lightweight,TKO,,,win,win | Hermes Franca Caol Uno | 1 0 | 13 32 | 2 1 | 1 0 | Lightweight | KO/TKO Punch | 2 | 2:46,UFC 44: Undisputed,2003-09-26,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/c61f66d8c3fd5f07
http://ufcstats.com/fight-details/c83cba9573cca196,Randy Couture,http://ufcstats.com/fighter-details/0aa92558424ced9e,Chuck Liddell,http://ufcstats.com/fighter-details/a390eb8a9b2df298,Light Heavyweight,TKO,,,win,win | Randy Couture Chuck Liddell | 0 0 | 46 22 | 4 0 | 1 0 | Light Heavyweight | KO/TKO Punches | 3 | 2:39,UFC 43: Meltdown,2003-06-06,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/108afe61a26bcbf4
http://ufcstats.com/fight-details/ffe629a5232a878b,Kimo Leopoldo,http://ufcstats.com/fighter-details/08ae5cd9aef7ddd3,David Abbott,http://ufcstats.com/fighter-details/b361180739bed4b0,Heavyweight,SUB,,,win,win | Kimo Leopoldo David Abbott | 0 0 | 1 0 | 1 0 | 1 0 | Heavyweight | SUB Arm Triangle | 1 | 1:59,UFC 43: Meltdown,2003-06-06,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/108afe61a26bcbf4
http://ufcstats.com/fight-details/400aa8a24e1d8997,Vitor Belfort,http://ufcstats.com/fighter-details/0ee783aa00e468f0,Marvin Eastman,http://ufcstats.com/fighter-details/05866d8c3a321856,Light Heavyweight,TKO,,,win,win | Vitor Belfort Marvin Eastman | 1 0 | 9 1 | 0 0 | 0 0 | Light Heavyweight | KO/TKO Knees | 1 | 1:07,UFC 43: Meltdown,2003-06-06,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/108afe61a26bcbf4
http://ufcstats.com/fight-details/ed503d1c8963d894,Vernon White,http://ufcstats.com/fighter-details/12458872d6afae1b,Ian Freeman,http://ufcstats.com/fighter-details/b4bc2e3353a770b5,Heavyweight,S-DEC,,,draw draw,draw draw | Vernon White Ian Freeman | 0 0 | 45 18 | 1 2 | 0 1 | Heavyweight | S-DEC | 3 | 5:00,UFC 43: Meltdown,2003-06-06,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/108afe61a26bcbf4
http://ufcstats.com/fight-details/b5854feb57f40bb4,Frank Mir,http://ufcstats.com/fighter-details/1ff9589f9065a9ed,Wes Sims,http://ufcstats.com/fighter-details/e0f7c4f3f67bc808,Heavyweight,DQ,,,win,win | Frank Mir Wes Sims | 0 0 | 4 1 | 1 0 | 4 0 | Heavyweight | DQ | 1 | 2:55,UFC 43: Meltdown,2003-06-06,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/108afe61a26bcbf4
http://ufcstats.com/fight-details/be0507682d0ce713,Yves Edwards,http://ufcstats.com/fighter-details/5f04e3d58d9ce982,Eddie Ruiz,http://ufcstats.com/fighter-details/7b9aa973e5c04624,Lightweight,U-DEC,,,win,win | Yves Edwards Eddie Ruiz | 1 0 | 21 3 | 0 2 | 3 0 | Lightweight | U-DEC | 3 | 5:00,UFC 43: Meltdown,2003-06-06,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/108afe61a26bcbf4
http://ufcstats.com/fight-details/4f5ce22f8384d151,Falaniko Vitale,http://ufcstats.com/fighter-details/445a98acb8985970,Matt Lindland,http://ufcstats.com/fighter-details/0e041d43a47d2e4b,Middleweight,TKO,,,win,win | Falaniko Vitale Matt Lindland | 0 0 | 2 2 | 0 0 | 0 0 | Middleweight | KO/TKO Slam | 1 | 1:56,UFC 43: Meltdown,2003-06-06,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/108afe61a26bcbf4
http://ufcstats.com/fight-details/9fb822537c12d726,Pedro Rizzo,http://ufcstats.com/fighter-details/b44f39a5c6596953,Tra Telligman,http://ufcstats.com/fighter-details/1dab0d1d81dd06db,Heavyweight,TKO,,,win,win | Pedro Rizzo Tra Telligman | 0 1 | 40 34 | 1 0 | 0 0 | Heavyweight | KO/TKO | 2 | 4:24,UFC 43: Meltdown,2003-06-06,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/108afe61a26bcbf4
http://ufcstats.com/fight-details/00a5e033391bf8df,Matt Hughes,http://ufcstats.com/fighter-details/621a6c59f88a44fe,Sean Sherk,http://ufcstats.com/fighter-details/029880cdbf5ca089,Welterweight,U-DEC,,,win,win | Matt Hughes Sean Sherk | 0 0 | 44 19 | 5 3 | 1 1 | Welterweight | U-DEC | 5 | 5:00,UFC 42: Sudden Impact,2003-04-25,"Miami, Florida, USA",http://ufcstats.com/event-details/ae58685caf8e4a0d
http://ufcstats.com/fight-details/808245ba66df5f1c,Pete Spratt,http://ufcstats.com/fighter-details/c3ea8deeba00462b,Robbie Lawler,http://ufcstats.com/fighter-details/f2925e6db404bf1d,Welterweight,SUB,,,win,win | Pete Spratt Robbie Lawler | 0 0 | 19 15 | 1 2 | 0 0 | Welterweight | SUB Injury | 2 | 2:28,UFC 42: Sudden Impact,2003-04-25,"Miami, Florida, USA",http://ufcstats.com/event-details/ae58685caf8e4a0d
http://ufcstats.com/fight-details/9f5f9173666ce1b7,Dave Strasser,http://ufcstats.com/fighter-details/980b4e712489098e,Romie Aram,http://ufcstats.com/fighter-details/73ef22f25d0f70e2,Welterweight,U-DEC,,,win,win | Dave Strasser Romie Aram | 0 1 | 60 24 | 1 2 | 0 0 | Welterweight | U-DEC | 3 | 5:00,UFC 42: Sudden Impact,2003-04-25,"Miami, Florida, USA",http://ufcstats.com/event-details/ae58685caf8e4a0d
http://ufcstats.com/fight-details/4e75ed154de637e2,Wesley Correira,http://ufcstats.com/fighter-details/4e9fb05d7e5e61b8,Sean Alvarez,http://ufcstats.com/fighter-details/e741536153227386,Heavyweight,TKO,,,win,win | Wesley Correira Sean Alvarez | 0 0 | 22 6 | 0 0 | 0 0 | Heavyweight | KO/TKO Punches | 2 | 1:46,UFC 42: Sudden Impact,2003-04-25,"Miami, Florida, USA",http://ufcstats.com/event-details/ae58685caf8e4a0d
http://ufcstats.com/fight-details/af59e32a5b3f6065,Rich Franklin,http://ufcstats.com/fighter-details/d897897060f10a3a,Evan Tanner,http://ufcstats.com/fighter-details/8f2d9ee27f206f1f,Light Heavyweight,TKO,,,win,win | Rich Franklin Evan Tanner | 1 0 | 16 6 | 0 0 | 0 0 | Light Heavyweight | KO/TKO Punches | 1 | 2:40,UFC 42: Sudden Impact,2003-04-25,"Miami, Florida, USA",http://ufcstats.com/event-details/ae58685caf8e4a0d
http://ufcstats.com/fight-details/5a9657d4faeea2c5,Duane Ludwig,http://ufcstats.com/fighter-details/84ac950d4c1722dd,Genki Sudo,http://ufcstats.com/fighter-details/99dd0147dc4ef80c,Lightweight,U-DEC,,,win,win | Duane Ludwig Genki Sudo | 0 0 | 38 24 | 0 3 | 0 0 | Lightweight | U-DEC | 3 | 5:00,UFC 42: Sudden Impact,2003-04-25,"Miami, Florida, USA",http://ufcstats.com/event-details/ae58685caf8e4a0d
http://ufcstats.com/fight-details/363efd241750c23d,Hermes Franca,http://ufcstats.com/fighter-details/e0ec3c3b6b611f7e,Richard Crunkilton,http://ufcstats.com/fighter-details/22ee260735da0d58,Lightweight,U-DEC,,,win,win | Hermes Franca Richard Crunkilton | 1 0 | 27 29 | 2 4 | 9 0 | Lightweight | U-DEC | 3 | 5:00,UFC 42: Sudden Impact,2003-04-25,"Miami, Florida, USA",http://ufcstats.com/event-details/ae58685caf8e4a0d
http://ufcstats.com/fight-details/863319fd2e711ffc,David Loiseau,http://ufcstats.com/fighter-details/22e47b53e4ceb27c,Mark Weir,http://ufcstats.com/fighter-details/9ccdd2ce45903f34,Middleweight,TKO,,,win,win | David Loiseau Mark Weir | 0 0 | 16 2 | 1 0 | 0 0 | Middleweight | KO/TKO Punches | 1 | 3:55,UFC 42: Sudden Impact,2003-04-25,"Miami, Florida, USA",http://ufcstats.com/event-details/ae58685caf8e4a0d
http://ufcstats.com/fight-details/334cd8572d9842cb,Tim Sylvia,http://ufcstats.com/fighter-details/2a542ee8a8b83559,Ricco Rodriguez,http://ufcstats.com/fighter-details/50cc91ce2982785d,Heavyweight,TKO,,,win,win | Tim Sylvia Ricco Rodriguez | 1 0 | 12 7 | 0 0 | 0 1 | Heavyweight | KO/TKO Punch | 1 | 3:09,UFC 41: Onslaught,2003-02-28,"Atlantic City, New Jersey, USA",http://ufcstats.com/event-details/bba678d312590087
http://ufcstats.com/fight-details/a85a0831580696ff,Frank Mir,http://ufcstats.com/fighter-details/1ff9589f9065a9ed,David Abbott,http://ufcstats.com/fighter-details/b361180739bed4b0,Heavyweight,SUB,,,win,win | Frank Mir David Abbott | 0 0 | 0 1 | 0 0 | 2 0 | Heavyweight | SUB Toe Hold | 1 | 0:46,UFC 41: Onslaught,2003-02-28,"Atlantic City, New Jersey, USA",http://ufcstats.com/event-details/bba678d312590087
http://ufcstats.com/fight-details/63ff2ed92c800ef8,BJ Penn,http://ufcstats.com/fighter-details/73c7cfa551289285,Caol Uno,http://ufcstats.com/fighter-details/eb1723480fa2f96c,Lightweight,S-DEC,,,draw draw,draw draw | BJ Penn Caol Uno | 0 0 | 67 64 | 5 6 | 0 1 | Lightweight | S-DEC | 5 | 5:00,UFC 41: Onslaught,2003-02-28,"Atlantic City, New Jersey, USA",http://ufcstats.com/event-details/bba678d312590087
http://ufcstats.com/fight-details/795c682c30d66c19,Matt Lindland,http://ufcstats.com/fighter-details/0e041d43a47d2e4b,Phil Baroni,http://ufcstats.com/fighter-details/1652f3213655b935,Middleweight,U-DEC,,,win,win | Matt Lindland Phil Baroni | 0 0 | 40 44 | 4 1 | 2 0 | Middleweight | U-DEC | 3 | 5:00,UFC 41: Onslaught,2003-02-28,"Atlantic City, New Jersey, USA",http://ufcstats.com/event-details/bba678d312590087
http://ufcstats.com/fight-details/558ef0822c8fa5b9,Vladimir Matyushenko,http://ufcstats.com/fighter-details/ccdd90bd1fc7dab6,Pedro Rizzo,http://ufcstats.com/fighter-details/b44f39a5c6596953,Heavyweight,KO,,,win,win | Vladimir Matyushenko Pedro Rizzo | 0 0 | 24 12 | 5 0 | 0 0 | Heavyweight | U-DEC | 3 | 5:00,UFC 41: Onslaught,2003-02-28,"Atlantic City, New Jersey, USA",http://ufcstats.com/event-details/bba678d312590087
http://ufcstats.com/fight-details/6a0c5b9079a4128e,Din Thomas,http://ufcstats.com/fighter-details/40a604761ca7d64d,Matt Serra,http://ufcstats.com/fighter-details/86dfed7cc24a9fa7,Lightweight,S-DEC,,,win,win | Din Thomas Matt Serra | 0 0 | 29 26 | 0 1 | 0 0 | Lightweight | S-DEC | 3 | 5:00,UFC 41: Onslaught,2003-02-28,"Atlantic City, New Jersey, USA",http://ufcstats.com/event-details/bba678d312590087
http://ufcstats.com/fight-details/62ed2b178310306e,Gan McGee,http://ufcstats.com/fighter-details/d90b630e0561818b,Alexandre Dantas,http://ufcstats.com/fighter-details/8dc46e9a7895ce1a,Heavyweight,TKO,,,win,win | Gan McGee Alexandre Dantas | 0 0 | 9 1 | 0 0 | 0 1 | Heavyweight | KO/TKO Punches | 1 | 4:49,UFC 41: Onslaught,2003-02-28,"Atlantic City, New Jersey, USA",http://ufcstats.com/event-details/bba678d312590087
http://ufcstats.com/fight-details/0dade757305afebd,Yves Edwards,http://ufcstats.com/fighter-details/5f04e3d58d9ce982,Rich Clementi,http://ufcstats.com/fighter-details/7d21de9c6d7c98b2,Lightweight,SUB,,,win,win | Yves Edwards Rich Clementi | 1 0 | 51 31 | 0 2 | 1 0 | Lightweight | SUB Rear Naked Choke | 3 | 4:07,UFC 41: Onslaught,2003-02-28,"Atlantic City, New Jersey, USA",http://ufcstats.com/event-details/bba678d312590087
http://ufcstats.com/fight-details/9e6f956caa7b549b,Tito Ortiz,http://ufcstats.com/fighter-details/2f732dd9210d301f,Ken Shamrock,http://ufcstats.com/fighter-details/63b65af1c5cb02cb,Light Heavyweight,TKO,,,win,win | Tito Ortiz Ken Shamrock | 0 0 | 74 12 | 3 0 | 1 0 | Light Heavyweight | KO/TKO | 3 | 5:00,UFC 40: Vendetta,2002-11-22,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/e06fd1260ac865a7
http://ufcstats.com/fight-details/9a0865000a3d642e,Chuck Liddell,http://ufcstats.com/fighter-details/a390eb8a9b2df298,Renato Sobral,http://ufcstats.com/fighter-details/d468288756ae3982,Light Heavyweight,TKO,,,win,win | Chuck Liddell Renato Sobral | 1 0 | 13 10 | 0 0 | 0 0 | Light Heavyweight | KO/TKO Kick | 1 | 2:55,UFC 40: Vendetta,2002-11-22,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/e06fd1260ac865a7
http://ufcstats.com/fight-details/b0bb09e4ca8343af,Matt Hughes,http://ufcstats.com/fighter-details/621a6c59f88a44fe,Gil Castillo,http://ufcstats.com/fighter-details/31ceaf0e670c1578,Welterweight,TKO,,,win,win | Matt Hughes Gil Castillo | 0 0 | 22 1 | 1 0 | 0 0 | Welterweight | KO/TKO | 1 | 5:00,UFC 40: Vendetta,2002-11-22,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/e06fd1260ac865a7
http://ufcstats.com/fight-details/497a87188392e057,Carlos Newton,http://ufcstats.com/fighter-details/952f6fa06f25a0ec,Pete Spratt,http://ufcstats.com/fighter-details/c3ea8deeba00462b,Welterweight,SUB,,,win,win | Carlos Newton Pete Spratt | 0 0 | 0 1 | 1 0 | 1 0 | Welterweight | SUB Kimura | 1 | 1:45,UFC 40: Vendetta,2002-11-22,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/e06fd1260ac865a7
http://ufcstats.com/fight-details/68b141785f76575b,Robbie Lawler,http://ufcstats.com/fighter-details/f2925e6db404bf1d,Tiki Ghosn,http://ufcstats.com/fighter-details/cb6783c39c01d896,Welterweight,TKO,,,win,win | Robbie Lawler Tiki Ghosn | 1 0 | 5 7 | 0 0 | 0 0 | Welterweight | KO/TKO Punch | 1 | 1:29,UFC 40: Vendetta,2002-11-22,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/e06fd1260ac865a7
http://ufcstats.com/fight-details/9d9c2c8802d21887,Andrei Arlovski,http://ufcstats.com/fighter-details/3738e68d2261e60f,Ian Freeman,http://ufcstats.com/fighter-details/b4bc2e3353a770b5,Heavyweight,TKO,,,win,win | Andrei Arlovski Ian Freeman | 1 0 | 14 1 | 0 0 | 0 0 | Heavyweight | KO/TKO Punches | 1 | 1:18,UFC 40: Vendetta,2002-11-22,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/e06fd1260ac865a7
http://ufcstats.com/fight-details/754882d95491d287,Vladimir Matyushenko,http://ufcstats.com/fighter-details/ccdd90bd1fc7dab6,Travis Wiuff,http://ufcstats.com/fighter-details/7f9f528cb72a6ed1,Heavyweight,TKO,,,win,win | Vladimir Matyushenko Travis Wiuff | 0 0 | 24 0 | 2 0 | 0 1 | Heavyweight | KO/TKO Punches | 1 | 4:10,UFC 40: Vendetta,2002-11-22,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/e06fd1260ac865a7
http://ufcstats.com/fight-details/e66eebeff23ceb1e,Phillip Miller,http://ufcstats.com/fighter-details/18aecaf50f52e4c3,Mark Weir,http://ufcstats.com/fighter-details/9ccdd2ce45903f34,Middleweight,SUB,,,win,win | Phillip Miller Mark Weir | 0 1 | 10 19 | 2 0 | 1 3 | Middleweight | SUB Rear Naked Choke | 2 | 4:50,UFC 40: Vendetta,2002-11-22,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/e06fd1260ac865a7
http://ufcstats.com/fight-details/e06ff3d3f1c0ab69,Ricco Rodriguez,http://ufcstats.com/fighter-details/50cc91ce2982785d,Randy Couture,http://ufcstats.com/fighter-details/0aa92558424ced9e,Heavyweight,TKO,,,win,win | Ricco Rodriguez Randy Couture | 0 0 | 39 39 | 4 5 | 1 0 | Heavyweight | KO/TKO Elbows | 5 | 3:04,UFC 39: The Warriors Return,2002-09-27,"Uncasville, Connecticut, USA",http://ufcstats.com/event-details/0cf935519d439ba6
http://ufcstats.com/fight-details/ffe4379d6bd1e82b,Tim Sylvia,http://ufcstats.com/fighter-details/2a542ee8a8b83559,Wesley Correira,http://ufcstats.com/fighter-details/4e9fb05d7e5e61b8,Heavyweight,TKO,,,win,win | Tim Sylvia Wesley Correira | 0 0 | 138 26 | 0 0 | 0 0 | Heavyweight | KO/TKO | 2 | 1:43,UFC 39: The Warriors Return,2002-09-27,"Uncasville, Connecticut, USA",http://ufcstats.com/event-details/0cf935519d439ba6
http://ufcstats.com/fight-details/b0ed7f6450ad33c5,BJ Penn,http://ufcstats.com/fighter-details/73c7cfa551289285,Matt Serra,http://ufcstats.com/fighter-details/86dfed7cc24a9fa7,Lightweight,U-DEC,,,win,win | BJ Penn Matt Serra | 0 0 | 32 8 | 1 1 | 0 1 | Lightweight | U-DEC | 3 | 5:00,UFC 39: The Warriors Return,2002-09-27,"Uncasville, Connecticut, USA",http://ufcstats.com/event-details/0cf935519d439ba6
http://ufcstats.com/fight-details/826b03504b9bad4e,Caol Uno,http://ufcstats.com/fighter-details/eb1723480fa2f96c,Din Thomas,http://ufcstats.com/fighter-details/40a604761ca7d64d,Lightweight,U-DEC,,,win,win | Caol Uno Din Thomas | 0 0 | 35 11 | 0 3 | 0 4 | Lightweight | U-DEC | 3 | 5:00,UFC 39: The Warriors Return,2002-09-27,"Uncasville, Connecticut, USA",http://ufcstats.com/event-details/0cf935519d439ba6
http://ufcstats.com/fight-details/56ba0c15cf501669,Gan McGee,http://ufcstats.com/fighter-details/d90b630e0561818b,Pedro Rizzo,http://ufcstats.com/fighter-details/b44f39a5c6596953,Heavyweight,TKO,,,win,win | Gan McGee Pedro Rizzo | 0 0 | 17 14 | 0 0 | 0 0 | Heavyweight | KO/TKO | 1 | 5:00,UFC 39: The Warriors Return,2002-09-27,"Uncasville, Connecticut, USA",http://ufcstats.com/event-details/0cf935519d439ba6
http://ufcstats.com/fight-details/20a6710c50698166,Phil Baroni,http://ufcstats.com/fighter-details/1652f3213655b935,Dave Menne,http://ufcstats.com/fighter-details/275cafc9de131c83,Middleweight,TKO,,,win,win | Phil Baroni Dave Menne | 1 0 | 8 1 | 0 0 | 0 0 | Middleweight | KO/TKO Punches | 1 | 0:18,UFC 39: The Warriors Return,2002-09-27,"Uncasville, Connecticut, USA",http://ufcstats.com/event-details/0cf935519d439ba6
http://ufcstats.com/fight-details/e7183e758f6b8bda,Matt Lindland,http://ufcstats.com/fighter-details/0e041d43a47d2e4b,Ivan Salaverry,http://ufcstats.com/fighter-details/394f55ebca199124,Middleweight,U-DEC,,,win,win | Matt Lindland Ivan Salaverry | 0 0 | 16 32 | 6 0 | 0 0 | Middleweight | U-DEC | 3 | 5:00,UFC 39: The Warriors Return,2002-09-27,"Uncasville, Connecticut, USA",http://ufcstats.com/event-details/0cf935519d439ba6
http://ufcstats.com/fight-details/9e62f31318d21a32,Sean Sherk,http://ufcstats.com/fighter-details/029880cdbf5ca089,Benji Radach,http://ufcstats.com/fighter-details/01b39decaf0abf6a,Welterweight,TKO,,,win,win | Sean Sherk Benji Radach | 0 0 | 6 7 | 1 0 | 0 0 | Welterweight | KO/TKO | 1 | 4:16,UFC 39: The Warriors Return,2002-09-27,"Uncasville, Connecticut, USA",http://ufcstats.com/event-details/0cf935519d439ba6
http://ufcstats.com/fight-details/0f6dd5d9a96ceb9d,Matt Hughes,http://ufcstats.com/fighter-details/621a6c59f88a44fe,Carlos Newton,http://ufcstats.com/fighter-details/952f6fa06f25a0ec,Welterweight,TKO,,,win,win | Matt Hughes Carlos Newton | 0 0 | 58 3 | 4 0 | 1 1 | Welterweight | KO/TKO Punches | 4 | 3:37,UFC 38: Brawl at the Hall,2002-07-13,"London, England, United Kingdom",http://ufcstats.com/event-details/1dc56b59cb28425d
http://ufcstats.com/fight-details/2a2f50039ac636d0,Ian Freeman,http://ufcstats.com/fighter-details/b4bc2e3353a770b5,Frank Mir,http://ufcstats.com/fighter-details/1ff9589f9065a9ed,Heavyweight,TKO,,,win,win | Ian Freeman Frank Mir | 0 0 | 34 6 | 0 1 | 0 3 | Heavyweight | KO/TKO | 1 | 4:35,UFC 38: Brawl at the Hall,2002-07-13,"London, England, United Kingdom",http://ufcstats.com/event-details/1dc56b59cb28425d
http://ufcstats.com/fight-details/38d8b19a1ef5942a,Mark Weir,http://ufcstats.com/fighter-details/9ccdd2ce45903f34,Eugene Jackson,http://ufcstats.com/fighter-details/ce783bf73b5131f9,Middleweight,TKO,,,win,win | Mark Weir Eugene Jackson | 1 0 | 4 0 | 0 0 | 0 0 | Middleweight | KO/TKO Punch | 1 | 0:10,UFC 38: Brawl at the Hall,2002-07-13,"London, England, United Kingdom",http://ufcstats.com/event-details/1dc56b59cb28425d
http://ufcstats.com/fight-details/fb93d1cafcc6b455,Genki Sudo,http://ufcstats.com/fighter-details/99dd0147dc4ef80c,Leigh Remedios,http://ufcstats.com/fighter-details/918db42c3637916f,Lightweight,SUB,,,win,win | Genki Sudo Leigh Remedios | 0 0 | 9 5 | 2 0 | 3 0 | Lightweight | SUB Rear Naked Choke | 2 | 1:38,UFC 38: Brawl at the Hall,2002-07-13,"London, England, United Kingdom",http://ufcstats.com/event-details/1dc56b59cb28425d
http://ufcstats.com/fight-details/90b36806779330b9,Phillip Miller,http://ufcstats.com/fighter-details/18aecaf50f52e4c3,James Zikic,http://ufcstats.com/fighter-details/4b4fc3ddc307bc73,Light Heavyweight,U-DEC,,,win,win | Phillip Miller James Zikic | 0 0 | 30 29 | 4 0 | 0 1 | Light Heavyweight | U-DEC | 3 | 5:00,UFC 38: Brawl at the Hall,2002-07-13,"London, England, United Kingdom",http://ufcstats.com/event-details/1dc56b59cb28425d
http://ufcstats.com/fight-details/1531cb3152157ada,Renato Sobral,http://ufcstats.com/fighter-details/d468288756ae3982,Elvis Sinosic,http://ufcstats.com/fighter-details/817e0bdf08efce2e,Light Heavyweight,U-DEC,,,win,win | Renato Sobral Elvis Sinosic | 0 0 | 42 7 | 4 0 | 0 0 | Light Heavyweight | U-DEC | 3 | 5:00,UFC 38: Brawl at the Hall,2002-07-13,"London, England, United Kingdom",http://ufcstats.com/event-details/1dc56b59cb28425d
http://ufcstats.com/fight-details/b5c4fbd6e1d94594,Evan Tanner,http://ufcstats.com/fighter-details/8f2d9ee27f206f1f,Chris Haseman,http://ufcstats.com/fighter-details/5bd533d50c8e7b8a,Light Heavyweight,U-DEC,,,win,win | Evan Tanner Chris Haseman | 0 0 | 70 14 | 3 0 | 0 2 | Light Heavyweight | U-DEC | 3 | 5:00,UFC 38: Brawl at the Hall,2002-07-13,"London, England, United Kingdom",http://ufcstats.com/event-details/1dc56b59cb28425d
http://ufcstats.com/fight-details/2d1c4027b8e50a0d,Chuck Liddell,http://ufcstats.com/fighter-details/a390eb8a9b2df298,Vitor Belfort,http://ufcstats.com/fighter-details/0ee783aa00e468f0,Light Heavyweight,U-DEC,,,win,win | Chuck Liddell Vitor Belfort | 1 0 | 43 20 | 0 3 | 0 0 | Light Heavyweight | U-DEC | 3 | 5:00,UFC 37.5: As Real As It Gets,2002-06-22,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/9ccdd2ce45903f34
http://ufcstats.com/fight-details/255da7afa89eb0e5,Benji Radach,http://ufcstats.com/fighter-details/01b39decaf0abf6a,Nick Serra,http://ufcstats.com/fighter-details/1975c2272ba40e71,Welterweight,U-DEC,,,win,win | Benji Radach Nick Serra | 1 0 | 26 0 | 0 1 | 0 2 | Welterweight | U-DEC | 3 | 5:00,UFC 37.5: As Real As It Gets,2002-06-22,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/9ccdd2ce45903f34
http://ufcstats.com/fight-details/3c27780140809908,Pete Spratt,http://ufcstats.com/fighter-details/c3ea8deeba00462b,Zach Light,http://ufcstats.com/fighter-details/5d7c18191b8aa432,Welterweight,SUB,,,win,win | Pete Spratt Zach Light | 0 0 | 3 2 | 0 1 | 1 0 | Welterweight | SUB Armbar | 1 | 2:25,UFC 37.5: As Real As It Gets,2002-06-22,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/9ccdd2ce45903f34
http://ufcstats.com/fight-details/37ae54e5a84fd646,Robbie Lawler,http://ufcstats.com/fighter-details/f2925e6db404bf1d,Steve Berger,http://ufcstats.com/fighter-details/21b1132949f2a9b0,Welterweight,TKO,,,win,win | Robbie Lawler Steve Berger | 1 0 | 28 11 | 1 1 | 0 0 | Welterweight | KO/TKO Punch | 2 | 0:27,UFC 37.5: As Real As It Gets,2002-06-22,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/9ccdd2ce45903f34
http://ufcstats.com/fight-details/0e30b22cd0987640,Tony Fryklund,http://ufcstats.com/fighter-details/253de74457bd6374,Rodrigo Ruas,http://ufcstats.com/fighter-details/94070f6544c4b2a5,Middleweight,TKO,,,win,win | Tony Fryklund Rodrigo Ruas | 1 0 | 60 11 | 0 0 | 1 0 | Middleweight | KO/TKO Punches | 2 | 3:34,UFC 37.5: As Real As It Gets,2002-06-22,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/9ccdd2ce45903f34
http://ufcstats.com/fight-details/5637c7b3e4131941,Yves Edwards,http://ufcstats.com/fighter-details/5f04e3d58d9ce982,Joao Pierini,http://ufcstats.com/fighter-details/9a967e8e43dcef63,Lightweight,TKO,,,win,win | Yves Edwards Joao Pierini | 0 0 | 6 1 | 0 0 | 0 0 | Lightweight | KO/TKO | 1 | 1:19,UFC 37.5: As Real As It Gets,2002-06-22,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/9ccdd2ce45903f34
http://ufcstats.com/fight-details/188537d906b30a7c,Murilo Bustamante,http://ufcstats.com/fighter-details/85d905f7c4f5a1af,Matt Lindland,http://ufcstats.com/fighter-details/0e041d43a47d2e4b,Middleweight,SUB,,,win,win | Murilo Bustamante Matt Lindland | 1 0 | 17 35 | 2 0 | 2 1 | Middleweight | SUB Guillotine Choke | 3 | 1:33,UFC 37: High Impact,2002-05-10,"Bossier City, Louisiana, USA",http://ufcstats.com/event-details/9fd1f08dd4aec14a
http://ufcstats.com/fight-details/18273af728dda0c8,Ricco Rodriguez,http://ufcstats.com/fighter-details/50cc91ce2982785d,Tsuyoshi Kohsaka,http://ufcstats.com/fighter-details/b76ed59283d3559c,Heavyweight,TKO,,,win,win | Ricco Rodriguez Tsuyoshi Kohsaka | 0 0 | 19 6 | 3 1 | 1 0 | Heavyweight | KO/TKO Punches | 2 | 3:25,UFC 37: High Impact,2002-05-10,"Bossier City, Louisiana, USA",http://ufcstats.com/event-details/9fd1f08dd4aec14a
